Synonyms	EC_Number	Recommended_name
Plasminogen activator, urokinase-type	3.4.21.73	u-Plasminogen activator
Double-chain urokinase-type plasminogen activator	3.4.21.73	u-Plasminogen activator
Two-chain urokinase-type plasminogen activator	3.4.21.73	u-Plasminogen activator
Urinary plasminogen activator	3.4.21.73	u-Plasminogen activator
Cellular plasminogen activator	3.4.21.73	u-Plasminogen activator
Abbokinase	3.4.21.73	u-Plasminogen activator
U-plasminogen activator	3.4.21.73	u-Plasminogen activator
uPA	3.4.21.73	u-Plasminogen activator
Urokinase-type plasminogen activator	3.4.21.73	u-Plasminogen activator
Urokinase plasminogen activator	3.4.21.73	u-Plasminogen activator
Urokinase	3.4.21.73	u-Plasminogen activator
u-PA	3.4.21.73	u-Plasminogen activator
UK	3.4.21.73	u-Plasminogen activator
urokine-type plasminogen activator	3.4.21.73	u-Plasminogen activator
PLAU	3.4.21.73	u-Plasminogen activator
urokinase-plasminogen activator	3.4.21.73	u-Plasminogen activator
urokinase-type plasminogen	3.4.21.73	u-Plasminogen activator
urokinase-type plasmin activator	3.4.21.73	u-Plasminogen activator
urokinase-type Plg activator	3.4.21.73	u-Plasminogen activator
uPA-type Plg activator	3.4.21.73	u-Plasminogen activator
urokinase-type PA	3.4.21.73	u-Plasminogen activator
urokinase type plasminogen activator	3.4.21.73	u-Plasminogen activator
Urinary esterase A	3.4.21.73	u-Plasminogen activator
alpha-Fibrinogenase	3.4.21.74	venombin A
Crotalase	3.4.21.74	venombin A
EC 3.4.21.28	3.4.21.74	venombin A
EC 3.4.21.29	3.4.21.74	venombin A
EC 3.4.21.30	3.4.21.74	venombin A
Bothrops atrox serine proteinase	3.4.21.74	venombin A
Protein C activator	3.4.21.74	venombin A
Reptilase	3.4.21.74	venombin A
Ancrod	3.4.21.74	venombin A
VLAF	3.4.21.74	venombin A
Bhalternin	3.4.21.74	venombin A
thrombin-like serine protease	3.4.21.74	venombin A
BpirSP-39	3.4.21.74	venombin A
RVBCMP	3.4.21.74	venombin A
Russell's viper basic coagulant metalloprotease	3.4.21.74	venombin A
RVV protease	3.4.21.74	venombin A
TLE	3.4.21.74	venombin A
Thrombin-like enzyme	3.4.21.74	venombin A
viper venom serine protease	3.4.21.74	venombin A
albofibrase1	3.4.21.74	venombin A
alpha fibrinogenase	3.4.21.74	venombin A
TA-2	3.4.21.74	venombin A
venom gloshedobin	3.4.21.74	venombin A
gloshedobin	3.4.21.74	venombin A
Batroxobin	3.4.21.74	venombin A
Habutobin	3.4.21.74	venombin A
bothrombin	3.4.21.74	venombin A
Dibasic processing enzyme	3.4.21.75	Furin
Paired basic amino acid cleaving enzyme	3.4.21.75	Furin
Paired basic amino acid converting enzyme	3.4.21.75	Furin
Serine proteinase PACE	3.4.21.75	Furin
SPC3	3.4.21.75	Furin
Paired basic amino acid residue cleaving enzyme	3.4.21.75	Furin
Trans golgi network protease furin	3.4.21.75	Furin
furin-like prohormone convertase	3.4.21.75	Furin
furin-like protease	3.4.21.75	Furin
furin-like proprotein convertase	3.4.21.75	Furin
FurinA	3.4.21.75	Furin
furin convertase	3.4.21.75	Furin
Sfurin	3.4.21.75	Furin
furin B	3.4.21.75	Furin
Proprotein convertase	3.4.21.75	Furin
furin A	3.4.21.75	Furin
PC1	3.4.21.75	Furin
Dfurin1	3.4.21.75	Furin
KPC-1	3.4.21.75	Furin
More	3.4.21.75	Furin
sheddase	3.4.21.75	Furin
proprotein convertase subtilisin/kexin type 3	3.4.21.75	Furin
subtilisin-like protein convertase	3.4.21.75	Furin
PCSK3	3.4.21.75	Furin
PC2	3.4.21.75	Furin
hfurin	3.4.21.75	Furin
PC1/3	3.4.21.75	Furin
prohormone convertase 2	3.4.21.75	Furin
proconvertase	3.4.21.75	Furin
subtilisin-like proprotein convertase	3.4.21.75	Furin
furin protease	3.4.21.75	Furin
furin	3.4.21.75	Furin
furinase	3.4.21.75	Furin
prohormone convertase	3.4.21.75	Furin
prohormone convertase 1	3.4.21.75	Furin
PACE	3.4.21.75	Furin
proprotein convertase subtilisin/kexin type3	3.4.21.75	Furin
FUR	3.4.21.75	Furin
Bfurin	3.4.21.75	Furin
Leukocyte proteinase 3	3.4.21.76	Myeloblastin
Leukocyte proteinase 4	3.4.21.76	Myeloblastin
Wegener's granulomatosis autoantigen	3.4.21.76	Myeloblastin
Proteinase PR-3	3.4.21.76	Myeloblastin
PMNL proteinase	3.4.21.76	Myeloblastin
AGP7	3.4.21.76	Myeloblastin
C-ANCA antigen	3.4.21.76	Myeloblastin
P29	3.4.21.76	Myeloblastin
Wegener's autoantigen	3.4.21.76	Myeloblastin
p29b	3.4.21.76	Myeloblastin
PR3	3.4.21.76	Myeloblastin
proteinase 3	3.4.21.76	Myeloblastin
myeloblastin	3.4.21.76	Myeloblastin
human leukocyte proteinase 3	3.4.21.76	Myeloblastin
human proteinase 3	3.4.21.76	Myeloblastin
protease 3	3.4.21.76	Myeloblastin
neutrophil protease PR3	3.4.21.76	Myeloblastin
surface proteinase 3	3.4.21.76	Myeloblastin
Wegener autoantigen	3.4.21.76	Myeloblastin
PR-3	3.4.21.76	Myeloblastin
PRTN3	3.4.21.76	Myeloblastin
Pr 3	3.4.21.76	Myeloblastin
neutrophil proteinase 3	3.4.21.76	Myeloblastin
Proteinase-3	3.4.21.76	Myeloblastin
SAP3	3.4.21.76	Myeloblastin
secreted aspartic proteinase 3	3.4.21.76	Myeloblastin
proteinase3	3.4.21.76	Myeloblastin
glandular kallikrein	3.4.21.77	semenogelase
antigen PSA	3.4.21.77	semenogelase
antigen PSA	3.4.21.77	semenogelase
antigen	3.4.21.77	semenogelase
P-30 antigen	3.4.21.77	semenogelase
gamma-SM	3.4.21.77	semenogelase
seminin	3.4.21.77	semenogelase
gamma-seminoglycoprotein	3.4.21.77	semenogelase
S01.162	3.4.21.77	semenogelase
kallikrein-related peptidase 3	3.4.21.77	semenogelase
PSA	3.4.21.77	semenogelase
prostate-specific antigen	3.4.21.77	semenogelase
KLK3	3.4.21.77	semenogelase
PSMA	3.4.21.77	semenogelase
Prostate-specific membrane antigen	3.4.21.77	semenogelase
K4	3.4.21.77	semenogelase
kallikrein 3	3.4.21.77	semenogelase
hK3/PSA	3.4.21.77	semenogelase
PSA-SV5	3.4.21.77	semenogelase
prostate stem cell antigen	3.4.21.77	semenogelase
PSCA	3.4.21.77	semenogelase
six-transmembrane epithelial antigen of the prostate	3.4.21.77	semenogelase
STEAP	3.4.21.77	semenogelase
seminal proteinase	3.4.21.77	semenogelase
prostate-specific antigen kallikrein	3.4.21.77	semenogelase
prostate specific antigen	3.4.21.77	semenogelase
K3	3.4.21.77	semenogelase
kallikrein-related peptidase-3	3.4.21.77	semenogelase
gamma-seminoprotein	3.4.21.77	semenogelase
glandular kallikrein 3	3.4.21.77	semenogelase
tissue kallikrein	3.4.21.77	semenogelase
GK3	3.4.21.77	semenogelase
gamma-NGF	3.4.21.77	semenogelase
7S nerve growth factor gamma chain	3.4.21.77	semenogelase
CTLA3	3.4.21.78	Granzyme A
HuTPS	3.4.21.78	Granzyme A
T-cell associated protease 1	3.4.21.78	Granzyme A
Cytotoxic T lymphocyte serine protease	3.4.21.78	Granzyme A
TSP-1	3.4.21.78	Granzyme A
T-cell derived serine proteinase 1	3.4.21.78	Granzyme A
Autocrine thymic lymphoma granzyme-like serine protease	3.4.21.78	Granzyme A
CTL tryptase	3.4.21.78	Granzyme A
H factor	3.4.21.78	Granzyme A
Hanukkah factor	3.4.21.78	Granzyme A
Gzm A	3.4.21.78	Granzyme A
GrA	3.4.21.78	Granzyme A
Gzma	3.4.21.78	Granzyme A
GzmA/K	3.4.21.78	Granzyme A
CTLA1	3.4.21.79	Granzyme B
CCPII	3.4.21.79	Granzyme B
Cytotoxic cell proteinase-1	3.4.21.79	Granzyme B
Granzyme G	3.4.21.79	Granzyme B
Proteinase, CCP1	3.4.21.79	Granzyme B
HLp	3.4.21.79	Granzyme B
C11	3.4.21.79	Granzyme B
CCP1	3.4.21.79	Granzyme B
CTSGL1	3.4.21.79	Granzyme B
Human lymphocyte protein	3.4.21.79	Granzyme B
Lymphocyte protease	3.4.21.79	Granzyme B
SECT	3.4.21.79	Granzyme B
T-cell serine protease 1-3E	3.4.21.79	Granzyme B
cytotoxic T-lymphocyte-associated gene transcript-1	3.4.21.79	Granzyme B
GzmB	3.4.21.79	Granzyme B
cytotoxic serine protease granzyme B	3.4.21.79	Granzyme B
proGrB	3.4.21.79	Granzyme B
GrB	3.4.21.79	Granzyme B
granzyme B	3.4.21.79	Granzyme B
Granzyme H	3.4.21.79	Granzyme B
GzmH	3.4.21.79	Granzyme B
GzB	3.4.21.79	Granzyme B
cytotoxic lymphocyte-associated protease	3.4.21.79	Granzyme B
cytotoxic lymphocyte-specific protein	3.4.21.79	Granzyme B
gB	3.4.21.79	Granzyme B
Gzm	3.4.21.79	Granzyme B
Gzm B	3.4.21.79	Granzyme B
Gra-b	3.4.21.79	Granzyme B
GrzmB	3.4.21.79	Granzyme B
rat grB[N66Q]	3.4.21.79	Granzyme B
natural killer cell protease 1	3.4.21.79	Granzyme B
pro-apoptotic serine protease	3.4.21.79	Granzyme B
Proteinase, Streptomyces griseus serine, A	3.4.21.80	Streptogrisin A
Protease A	3.4.21.80	Streptogrisin A
Proteinase A	3.4.21.80	Streptogrisin A
Streptomyces griseus proteinase A	3.4.21.80	Streptogrisin A
Streptomyces griseus serine proteinase 3	3.4.21.80	Streptogrisin A
Streptomyces griseus serine proteinase A	3.4.21.80	Streptogrisin A
Streptomyces griseus protease A	3.4.21.80	Streptogrisin A
SGPA	3.4.21.80	Streptogrisin A
Proteinase, Streptomyces griseus serine B	3.4.21.81	Streptogrisin B
Pronase B	3.4.21.81	Streptogrisin B
Serine proteinase B	3.4.21.81	Streptogrisin B
Streptomyces griseus proteinase B	3.4.21.81	Streptogrisin B
Streptomyces griseus proteinase 1	3.4.21.81	Streptogrisin B
More	3.4.21.81	Streptogrisin B
Streptomyces griseus protease B	3.4.21.81	Streptogrisin B
Proteinase B	3.4.21.81	Streptogrisin B
protease B	3.4.21.81	Streptogrisin B
Streptogrisin B	3.4.21.81	Streptogrisin B
Streptomyces griseus peptidase B	3.4.21.81	Streptogrisin B
SGPB	3.4.21.81	Streptogrisin B
SprB	3.4.21.81	Streptogrisin B
GluSGP	3.4.21.82	Glutamyl endopeptidase II
SGPE	3.4.21.82	Glutamyl endopeptidase II
Glutamic acid-specific protease	3.4.21.82	Glutamyl endopeptidase II
BL-GSE	3.4.21.82	Glutamyl endopeptidase II
glutamyl endopeptidase II	3.4.21.82	Glutamyl endopeptidase II
glutamyl proteinase	3.4.21.82	Glutamyl endopeptidase II
glutamyl endopeptidase from Streptomyces griseus	3.4.21.82	Glutamyl endopeptidase II
rSGPE	3.4.21.82	Glutamyl endopeptidase II
glutamyl endopeptidase 2	3.4.21.82	Glutamyl endopeptidase II
Proteinase, Escherichia coli alkaline, II	3.4.21.83	Oligopeptidase B
oligopeptidase B	3.4.21.83	Oligopeptidase B
Opd B	3.4.21.83	Oligopeptidase B
OpdB	3.4.21.83	Oligopeptidase B
Protease II	3.4.21.83	Oligopeptidase B
La_OpB	3.4.21.83	Oligopeptidase B
PSP	3.4.21.83	Oligopeptidase B
trypsin-like protease	3.4.21.83	Oligopeptidase B
Tb-OP	3.4.21.83	Oligopeptidase B
OP-Tb	3.4.21.83	Oligopeptidase B
OPB	3.4.21.83	Oligopeptidase B
Tc-OP	3.4.21.83	Oligopeptidase B
Tc 120	3.4.21.83	Oligopeptidase B
OPBTc	3.4.21.83	Oligopeptidase B
Factor C	3.4.21.84	limulus clotting factor C
Limulus factor C	3.4.21.84	limulus clotting factor C
CrFC	3.4.21.84	limulus clotting factor C
IscW_ISCW002489	3.4.21.84	limulus clotting factor C
factor B	3.4.21.85	limulus clotting factor B
Clotting enzyme	3.4.21.86	Limulus clotting enzyme
Limulus clotting enzyme	3.4.21.86	Limulus clotting enzyme
SOS regulatory protein dinR	3.4.21.88	Repressor LexA
LexA	3.4.21.88	Repressor LexA
LexA transcriptional repressor	3.4.21.88	Repressor LexA
LexA repressor	3.4.21.88	Repressor LexA
LexA protein	3.4.21.88	Repressor LexA
Cg2114	3.4.21.88	Repressor LexA
Leader peptidase I	3.4.21.89	Signal peptidase I
Proteinase, signal	3.4.21.89	Signal peptidase I
Escherichia coli leader peptidase	3.4.21.89	Signal peptidase I
Eukaryotic signal peptidase	3.4.21.89	Signal peptidase I
Eukaryotic signal proteinase	3.4.21.89	Signal peptidase I
Leader peptidase	3.4.21.89	Signal peptidase I
Leader peptide hydrolase	3.4.21.89	Signal peptidase I
Leader proteinase	3.4.21.89	Signal peptidase I
Peptidase, signal	3.4.21.89	Signal peptidase I
Pilin leader peptidase	3.4.21.89	Signal peptidase I
Prokaryotic leader peptidase	3.4.21.89	Signal peptidase I
Prokaryotic signal peptidase	3.4.21.89	Signal peptidase I
Prokaryotic signal proteinase	3.4.21.89	Signal peptidase I
Propeptidase	3.4.21.89	Signal peptidase I
Proteinase, eukaryotic signal	3.4.21.89	Signal peptidase I
PuIO prepilin peptidase	3.4.21.89	Signal peptidase I
Signal peptide hydrolase	3.4.21.89	Signal peptidase I
Signalase	3.4.21.89	Signal peptidase I
Bacterial leader peptidase 1	3.4.21.89	Signal peptidase I
EC 3.4.99.36	3.4.21.89	Signal peptidase I
imp1p	3.4.21.89	Signal peptidase I
Pcp1	3.4.21.89	Signal peptidase I
plastidic SPase I	3.4.21.89	Signal peptidase I
Plsp1	3.4.21.89	Signal peptidase I
plastidic type I signal peptidase 1	3.4.21.89	Signal peptidase I
type I signal peptidase Sec11a	3.4.21.89	Signal peptidase I
type I signal peptidase Sec11b	3.4.21.89	Signal peptidase I
SPC	3.4.21.89	Signal peptidase I
canine signal peptidase complex	3.4.21.89	Signal peptidase I
SipS	3.4.21.89	Signal peptidase I
SipU	3.4.21.89	Signal peptidase I
HOSP	3.4.21.89	Signal peptidase I
hen oviduct signal peptidase	3.4.21.89	Signal peptidase I
SPaseI	3.4.21.89	Signal peptidase I
Sip2	3.4.21.89	Signal peptidase I
Sip3	3.4.21.89	Signal peptidase I
Sip1	3.4.21.89	Signal peptidase I
SipT	3.4.21.89	Signal peptidase I
SipV	3.4.21.89	Signal peptidase I
type I SPase	3.4.21.89	Signal peptidase I
SipY	3.4.21.89	Signal peptidase I
SpsB	3.4.21.89	Signal peptidase I
bacterial type I signal peptidase	3.4.21.89	Signal peptidase I
Spase I	3.4.21.89	Signal peptidase I
SPase	3.4.21.89	Signal peptidase I
type I signal peptidase	3.4.21.89	Signal peptidase I
signal peptidase type I	3.4.21.89	Signal peptidase I
SipX	3.4.21.89	Signal peptidase I
SipZ	3.4.21.89	Signal peptidase I
LEP	3.4.21.89	Signal peptidase I
SipW	3.4.21.89	Signal peptidase I
SipP	3.4.21.89	Signal peptidase I
SipP	3.4.21.89	Signal peptidase I
big signal peptidase	3.4.21.89	Signal peptidase I
TPP	3.4.21.89	Signal peptidase I
thylakoidal processing peptidase	3.4.21.89	Signal peptidase I
Spc1	3.4.21.89	Signal peptidase I
Rv2903c	3.4.21.89	Signal peptidase I
LepB	3.4.21.89	Signal peptidase I
PA1303	3.4.21.89	Signal peptidase I
SP-I	3.4.21.89	Signal peptidase I
type I signal	3.4.21.89	Signal peptidase I
protease IV	3.4.21.89	Signal peptidase I
signal peptidase I	3.4.21.89	Signal peptidase I
Signal peptidase	3.4.21.89	Signal peptidase I
Signal peptide peptidase	3.4.21.89	Signal peptidase I
SPP	3.4.21.89	Signal peptidase I
SP	3.4.21.89	Signal peptidase I
peptidase, entero-	3.4.21.9	enteropeptidase
EC 3.4.4.8	3.4.21.9	enteropeptidase
HEK	3.4.21.9	enteropeptidase
human enteropeptidase	3.4.21.9	enteropeptidase
natural enteropeptidase	3.4.21.9	enteropeptidase
EP 118-1035	3.4.21.9	enteropeptidase
HEP	3.4.21.9	enteropeptidase
PRSS7	3.4.21.9	enteropeptidase
TMPRSS15	3.4.21.9	enteropeptidase
L-HEP	3.4.21.9	enteropeptidase
enterokinase	3.4.21.9	enteropeptidase
enteropeptidase light chain	3.4.21.9	enteropeptidase
enteropeptidase	3.4.21.9	enteropeptidase
native enterokinase	3.4.21.9	enteropeptidase
porcine enterokinase	3.4.21.9	enteropeptidase
enterokinase light chain	3.4.21.9	enteropeptidase
BEK	3.4.21.9	enteropeptidase
bovine enteropeptidase	3.4.21.9	enteropeptidase
Chinese bovine enterokinase	3.4.21.9	enteropeptidase
EKL-His6	3.4.21.9	enteropeptidase
EK	3.4.21.9	enteropeptidase
recombinant enterokinase light chain	3.4.21.9	enteropeptidase
rEKL	3.4.21.9	enteropeptidase
recombinant His-tagged enterokinase light chain	3.4.21.9	enteropeptidase
rEKL/His	3.4.21.9	enteropeptidase
recombinant bovine enterokinase catalytic subunit protein	3.4.21.9	enteropeptidase
Chinese northern yellow bovine enterokinase catalytic subunit	3.4.21.9	enteropeptidase
EKL	3.4.21.9	enteropeptidase
bovine enterokinase light chain	3.4.21.9	enteropeptidase
sBEKLC	3.4.21.9	enteropeptidase
BEP	3.4.21.9	enteropeptidase
L-BEP	3.4.21.9	enteropeptidase
L-HEK	3.4.21.9	enteropeptidase
EPL	3.4.21.9	enteropeptidase
EP-1	3.4.21.9	enteropeptidase
Sindbis virus protease	3.4.21.90	Togavirin
Sindbis virus core protein	3.4.21.90	Togavirin
NsP2 proteinase	3.4.21.90	Togavirin
capsid protein	3.4.21.90	Togavirin
core protein	3.4.21.90	Togavirin
Yellow fever virus	3.4.21.91	Flavivirin
NS2B-3 proteinase	3.4.21.91	Flavivirin
NS2B/NS3 proteinase	3.4.21.91	Flavivirin
NS2B-NS3 protease	3.4.21.91	Flavivirin
NS3 protease	3.4.21.91	Flavivirin
NS2B-NS3	3.4.21.91	Flavivirin
NS3 proteinase	3.4.21.91	Flavivirin
NS2B/NS3	3.4.21.91	Flavivirin
yellow fever virus NS2B-NS3-181 protease	3.4.21.91	Flavivirin
YFV NS2B/NS3 protease	3.4.21.91	Flavivirin
NS2B-NS3 proteinase	3.4.21.91	Flavivirin
NS2B/NS3 protease complex	3.4.21.91	Flavivirin
NS2B/3 protease	3.4.21.91	Flavivirin
NS2-3 protease	3.4.21.91	Flavivirin
NS2B-NS3 proteolytic complex	3.4.21.91	Flavivirin
NS2BNS3	3.4.21.91	Flavivirin
NS2B/NS3 serine protease	3.4.21.91	Flavivirin
NS2B-NS3 serine proteinase	3.4.21.91	Flavivirin
NS3 serine protease	3.4.21.91	Flavivirin
dengue virus non-structural protein 3	3.4.21.91	Flavivirin
NS2B/NS3 protease	3.4.21.91	Flavivirin
non-structural protein 3 serine protease	3.4.21.91	Flavivirin
NS3pro	3.4.21.91	Flavivirin
NS2B18NS3	3.4.21.91	Flavivirin
NS3	3.4.21.91	Flavivirin
nonstructural protein 3	3.4.21.91	Flavivirin
Protease Ti	3.4.21.92	Endopeptidase Clp
ATP-dependent Clp protease	3.4.21.92	Endopeptidase Clp
Endopeptidase Ti	3.4.21.92	Endopeptidase Clp
Heat shock protein F21.5	3.4.21.92	Endopeptidase Clp
stress protein G7	3.4.21.92	Endopeptidase Clp
1,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,22,23,24,26,27,28,29,30,31,33	3.4.21.92	Endopeptidase Clp
ClpP1 protease	3.4.21.92	Endopeptidase Clp
ClpP2 protease	3.4.21.92	Endopeptidase Clp
ClpX2	3.4.21.92	Endopeptidase Clp
ClpP	3.4.21.92	Endopeptidase Clp
Endopeptidase Clp	3.4.21.92	Endopeptidase Clp
ClpP Protease	3.4.21.92	Endopeptidase Clp
ClpCP protease	3.4.21.92	Endopeptidase Clp
ClpC ATPase	3.4.21.92	Endopeptidase Clp
ClpE	3.4.21.92	Endopeptidase Clp
ClpC	3.4.21.92	Endopeptidase Clp
ClpP Peptidase	3.4.21.92	Endopeptidase Clp
BsClpP	3.4.21.92	Endopeptidase Clp
Caseinolytic protease	3.4.21.92	Endopeptidase Clp
ClpQ	3.4.21.92	Endopeptidase Clp
ClpB	3.4.21.92	Endopeptidase Clp
ClpY	3.4.21.92	Endopeptidase Clp
ClpAP protease	3.4.21.92	Endopeptidase Clp
heat-shock protease ClpP	3.4.21.92	Endopeptidase Clp
ClpXP protease	3.4.21.92	Endopeptidase Clp
ClpA	3.4.21.92	Endopeptidase Clp
ClpX	3.4.21.92	Endopeptidase Clp
Clp proteolytic subunit	3.4.21.92	Endopeptidase Clp
ClpXP	3.4.21.92	Endopeptidase Clp
ClpAP	3.4.21.92	Endopeptidase Clp
ClpR	3.4.21.92	Endopeptidase Clp
ClpP3/R complex	3.4.21.92	Endopeptidase Clp
ClpCP3/R protease	3.4.21.92	Endopeptidase Clp
ClpP3	3.4.21.92	Endopeptidase Clp
PfClpP	3.4.21.92	Endopeptidase Clp
ATP-dependent Clp protease proteolytic subunit 1	3.4.21.92	Endopeptidase Clp
ClpP1	3.4.21.92	Endopeptidase Clp
ATP-dependent Clp protease proteolytic subunit 2	3.4.21.92	Endopeptidase Clp
ClpP2	3.4.21.92	Endopeptidase Clp
nClpP7	3.4.21.92	Endopeptidase Clp
nClpP8	3.4.21.92	Endopeptidase Clp
ClpP protease complex	3.4.21.92	Endopeptidase Clp
ATP-dependent caseinolytic protease	3.4.21.92	Endopeptidase Clp
ClpC1	3.4.21.92	Endopeptidase Clp
ClpS1	3.4.21.92	Endopeptidase Clp
CLP	3.4.21.92	Endopeptidase Clp
CplC	3.4.21.92	Endopeptidase Clp
Prohormone convertase 3	3.4.21.93	Proprotein convertase 1
Furin homolog	3.4.21.93	Proprotein convertase 1
Propeptide processing protease	3.4.21.93	Proprotein convertase 1
PC1	3.4.21.93	Proprotein convertase 1
Neuroendocrine convertase 1	3.4.21.93	Proprotein convertase 1
PCSK1	3.4.21.93	Proprotein convertase 1
proprotein convertase PC1/3	3.4.21.93	Proprotein convertase 1
murine PC1/3	3.4.21.93	Proprotein convertase 1
mPC1/3	3.4.21.93	Proprotein convertase 1
murine proprotein convertase-1/3	3.4.21.93	Proprotein convertase 1
murine proprotein convertase-1	3.4.21.93	Proprotein convertase 1
mPC1	3.4.21.93	Proprotein convertase 1
mPC3	3.4.21.93	Proprotein convertase 1
mSPC3	3.4.21.93	Proprotein convertase 1
protein convertase 1/3	3.4.21.93	Proprotein convertase 1
proprotein convertase 1/3	3.4.21.93	Proprotein convertase 1
PC1/3	3.4.21.93	Proprotein convertase 1
prohormone convertase 1/3	3.4.21.93	Proprotein convertase 1
prohormone convertase 1	3.4.21.93	Proprotein convertase 1
prohormone convertase	3.4.21.93	Proprotein convertase 1
proprotein convertase PC1	3.4.21.93	Proprotein convertase 1
PC1/PC3	3.4.21.93	Proprotein convertase 1
prohormone convertase PC3	3.4.21.93	Proprotein convertase 1
PC3	3.4.21.93	Proprotein convertase 1
propeptide convertase	3.4.21.93	Proprotein convertase 1
PC 1/3	3.4.21.93	Proprotein convertase 1
prohormone-convertase 1	3.4.21.93	Proprotein convertase 1
proprotein convertase 1	3.4.21.93	Proprotein convertase 1
More	3.4.21.93	Proprotein convertase 1
PCI	3.4.21.93	Proprotein convertase 1
Neuroendocrine convertase 2	3.4.21.94	proprotein convertase 2
More	3.4.21.94	proprotein convertase 2
prohormone convertase	3.4.21.94	proprotein convertase 2
prohormone convertase 12	3.4.21.94	proprotein convertase 2
prohormone convertase-2	3.4.21.94	proprotein convertase 2
proneuropeptide convertase 2	3.4.21.94	proprotein convertase 2
PC2	3.4.21.94	proprotein convertase 2
prohormone convertase 2	3.4.21.94	proprotein convertase 2
proprotein convertase subtilisin/kexin-type 2	3.4.21.94	proprotein convertase 2
PCSK2	3.4.21.94	proprotein convertase 2
proprotein convertase 2	3.4.21.94	proprotein convertase 2
pro-protein convertase-2/carboxypeptidase-E	3.4.21.94	proprotein convertase 2
pro-protein convertase-2	3.4.21.94	proprotein convertase 2
EGL-3/KPC2	3.4.21.94	proprotein convertase 2
PC2-like enzyme	3.4.21.94	proprotein convertase 2
Factor V-activating enzyme	3.4.21.95	Snake venom factor V activator
Factor V-activating proteinase alpha	3.4.21.95	Snake venom factor V activator
Factor V-activating proteinase gamma	3.4.21.95	Snake venom factor V activator
Snake venom factor V activator alpha	3.4.21.95	Snake venom factor V activator
Snake venom factor V activator gamma	3.4.21.95	Snake venom factor V activator
Russell's viper venom factor V	3.4.21.95	Snake venom factor V activator
RVV-V	3.4.21.95	Snake venom factor V activator
Human blood coagulation Factor V activating enzymes	3.4.21.95	Snake venom factor V activator
FV activating enzymes	3.4.21.95	Snake venom factor V activator
Factor V activator	3.4.21.95	Snake venom factor V activator
blood coagulation factor V-activating proteinase	3.4.21.95	Snake venom factor V activator
RVV-Vgamma	3.4.21.95	Snake venom factor V activator
VLFVA	3.4.21.95	Snake venom factor V activator
LVV-V	3.4.21.95	Snake venom factor V activator
Extracellular lactococcal proteinase	3.4.21.96	Lactocepin
Lactococcal cell wall-associated proteinase	3.4.21.96	Lactocepin
Lactococcal cell envelope-associated proteinase	3.4.21.96	Lactocepin
Lactococcal proteinase	3.4.21.96	Lactocepin
Cell-envelope-located serine proteinase	3.4.21.96	Lactocepin
