Synonyms	EC_Number	Recommended_name
Lysobacter lysyl endoproteinase	3.4.21.50	lysyl endopeptidase
protease IV	3.4.21.50	lysyl endopeptidase
Ps-1	3.4.21.50	lysyl endopeptidase
lysine endoproteinase	3.4.21.50	lysyl endopeptidase
caseinase	3.4.21.50	lysyl endopeptidase
KGP	3.4.21.50	lysyl endopeptidase
lysine specific protease	3.4.21.50	lysyl endopeptidase
lysine specific gingipain	3.4.21.50	lysyl endopeptidase
API	3.4.21.50	lysyl endopeptidase
Achromobacter protease I	3.4.21.50	lysyl endopeptidase
endoproteinase Lys-C	3.4.21.50	lysyl endopeptidase
Lys-C endoproteinase	3.4.21.50	lysyl endopeptidase
LEP	3.4.21.50	lysyl endopeptidase
Achromobacter lysyl endopeptidase	3.4.21.50	lysyl endopeptidase
ATP-dependent serine proteinase	3.4.21.53	Endopeptidase La
Proteinase La	3.4.21.53	Endopeptidase La
Proteinase, La	3.4.21.53	Endopeptidase La
ATP-dependent Lon proteinase	3.4.21.53	Endopeptidase La
ATP-dependent protease La	3.4.21.53	Endopeptidase La
Escherichia coli proteinase La	3.4.21.53	Endopeptidase La
Escherichia coli serine proteinase La	3.4.21.53	Endopeptidase La
Gene lon protease	3.4.21.53	Endopeptidase La
Gene lon proteins	3.4.21.53	Endopeptidase La
PIM1 proteinase	3.4.21.53	Endopeptidase La
Proteinase, Escherichia coli serine, La	3.4.21.53	Endopeptidase La
Proteins, gene lon	3.4.21.53	Endopeptidase La
Proteins, specific or class, gene lon	3.4.21.53	Endopeptidase La
Serine protease La	3.4.21.53	Endopeptidase La
lon ATP-dependent protease	3.4.21.53	Endopeptidase La
lon	3.4.21.53	Endopeptidase La
lon	3.4.21.53	Endopeptidase La
ATP-dependent lon protease	3.4.21.53	Endopeptidase La
Protease La	3.4.21.53	Endopeptidase La
lon	3.4.21.53	Endopeptidase La
Ms-Lon	3.4.21.53	Endopeptidase La
lon1	3.4.21.53	Endopeptidase La
lon2	3.4.21.53	Endopeptidase La
lon3	3.4.21.53	Endopeptidase La
lon4	3.4.21.53	Endopeptidase La
i-AAA Protease	3.4.21.53	Endopeptidase La
lonB protease	3.4.21.53	Endopeptidase La
lonV	3.4.21.53	Endopeptidase La
lonD	3.4.21.53	Endopeptidase La
lonS	3.4.21.53	Endopeptidase La
ATP-dependent protease lon	3.4.21.53	Endopeptidase La
BPP1347	3.4.21.53	Endopeptidase La
human ATP-dependent protease	3.4.21.53	Endopeptidase La
human lon protease	3.4.21.53	Endopeptidase La
LON protease 1	3.4.21.53	Endopeptidase La
Lon proteinase	3.4.21.53	Endopeptidase La
non-canonical RNA viral Lon proteinase	3.4.21.53	Endopeptidase La
lonTK	3.4.21.53	Endopeptidase La
archaeal Lon protease	3.4.21.53	Endopeptidase La
AfLon	3.4.21.53	Endopeptidase La
lonB	3.4.21.53	Endopeptidase La
lonA	3.4.21.53	Endopeptidase La
HVO_0783	3.4.21.53	Endopeptidase La
ATP-independent Lon-like protease	3.4.21.53	Endopeptidase La
LonC protease	3.4.21.53	Endopeptidase La
LonC	3.4.21.53	Endopeptidase La
MtaLonC	3.4.21.53	Endopeptidase La
protease lon	3.4.21.53	Endopeptidase La
bacterial protease lon	3.4.21.53	Endopeptidase La
lonR9	3.4.21.53	Endopeptidase La
AAA+ Lon protease	3.4.21.53	Endopeptidase La
AAA+ protease	3.4.21.53	Endopeptidase La
EcLon	3.4.21.53	Endopeptidase La
PIM1	3.4.21.53	Endopeptidase La
la	3.4.21.53	Endopeptidase La
Lon protein	3.4.21.53	Endopeptidase La
LONP1	3.4.21.53	Endopeptidase La
PIM1 protease	3.4.21.53	Endopeptidase La
lon-like protease	3.4.21.53	Endopeptidase La
yeast mitochondrial lon	3.4.21.53	Endopeptidase La
mitochondrial ATP-dependent protease	3.4.21.53	Endopeptidase La
ATP-dependent PIM1 protease	3.4.21.53	Endopeptidase La
Pim1p	3.4.21.53	Endopeptidase La
protease	3.4.21.53	Endopeptidase La
yeast protease	3.4.21.53	Endopeptidase La
lon	3.4.21.53	Endopeptidase La
serine protease	3.4.21.53	Endopeptidase La
renin, gamma-	3.4.21.54	gamma-Renin
MGK-16	3.4.21.54	gamma-Renin
kallikrein 16	3.4.21.54	gamma-Renin
mK 16	3.4.21.54	gamma-Renin
S01.163	3.4.21.54	gamma-Renin
Gabonase	3.4.21.55	Venombin AB
Okinaxobin II	3.4.21.55	Venombin AB
Proteinase, Bitis gabonica venom serine	3.4.21.55	Venombin AB
Afaacytin	3.4.21.55	Venombin AB
Proteinase, leucine-specific	3.4.21.57	Leucyl endopeptidase
Proteinase, spinach serine	3.4.21.57	Leucyl endopeptidase
Spinach leucine-specific serine proteinase	3.4.21.57	Leucyl endopeptidase
Plant Leu-proteinase	3.4.21.57	Leucyl endopeptidase
Leucine-specific serine proteinase	3.4.21.57	Leucyl endopeptidase
Leu-proteinase	3.4.21.57	Leucyl endopeptidase
Leucine endopeptidase	3.4.21.57	Leucyl endopeptidase
Mast cell neutral proteinase	3.4.21.59	Tryptase
Mast cell proteinase II	3.4.21.59	Tryptase
Mast cell protease II	3.4.21.59	Tryptase
Skin tryptase	3.4.21.59	Tryptase
Lung tryptase	3.4.21.59	Tryptase
Pituitary tryptase	3.4.21.59	Tryptase
Proteinase, mast cell neutral	3.4.21.59	Tryptase
Proteinase, mast cell serine, II	3.4.21.59	Tryptase
Proteinase, mast cell serine, tryptase	3.4.21.59	Tryptase
Rat mast cell protease II	3.4.21.59	Tryptase
Tryptase M	3.4.21.59	Tryptase
Tryptase, skin	3.4.21.59	Tryptase
tryptase alpha-1	3.4.21.59	Tryptase
TMT	3.4.21.59	Tryptase
mMCP-6	3.4.21.59	Tryptase
mouse mast cell protease 6	3.4.21.59	Tryptase
Prss31	3.4.21.59	Tryptase
MCP-6	3.4.21.59	Tryptase
MCP-7	3.4.21.59	Tryptase
MCP-11	3.4.21.59	Tryptase
mast cell protease 6	3.4.21.59	Tryptase
mast cell protease 7	3.4.21.59	Tryptase
MC protease 6	3.4.21.59	Tryptase
MC protease 7	3.4.21.59	Tryptase
mast cell protease-6	3.4.21.59	Tryptase
MC protease-6	3.4.21.59	Tryptase
mast cell protease 11	3.4.21.59	Tryptase
mouse mast cell protease-6	3.4.21.59	Tryptase
MC tryptase	3.4.21.59	Tryptase
gamma-tryptase	3.4.21.59	Tryptase
beta-tryptase	3.4.21.59	Tryptase
alpha-tryptase	3.4.21.59	Tryptase
delta-tryptase	3.4.21.59	Tryptase
transmembrane tryptase	3.4.21.59	Tryptase
tryptase-beta	3.4.21.59	Tryptase
Mast cell tryptase	3.4.21.59	Tryptase
betaII-tryptase	3.4.21.59	Tryptase
tryptase	3.4.21.59	Tryptase
group 2 tryptase	3.4.21.59	Tryptase
tryptase-2	3.4.21.59	Tryptase
serum tryptase	3.4.21.59	Tryptase
MCT	3.4.21.59	Tryptase
beta tryptase I	3.4.21.59	Tryptase
beta tryptase II	3.4.21.59	Tryptase
human mast cell tryptase beta I	3.4.21.59	Tryptase
human beta-tryptase	3.4.21.59	Tryptase
alpha 1-tryptase	3.4.21.59	Tryptase
human tryptase alpha	3.4.21.59	Tryptase
human tryptase beta	3.4.21.59	Tryptase
rHT	3.4.21.59	Tryptase
HAST	3.4.21.59	Tryptase
human mast cell tryptase	3.4.21.59	Tryptase
serine protease tryptase	3.4.21.59	Tryptase
human tryptase-beta	3.4.21.59	Tryptase
human lung tryptase	3.4.21.59	Tryptase
HMC-1 tryptase	3.4.21.59	Tryptase
human tryptase beta/2	3.4.21.59	Tryptase
human betaII-tryptase	3.4.21.59	Tryptase
mast cell-specific protease	3.4.21.59	Tryptase
tryptase alpha	3.4.21.59	Tryptase
tryptase beta	3.4.21.59	Tryptase
HTbeta	3.4.21.59	Tryptase
serum baseline tryptase	3.4.21.59	Tryptase
sBT	3.4.21.59	Tryptase
S-tryptase	3.4.21.59	Tryptase
mast cell-specific tryptase	3.4.21.59	Tryptase
serum mast cell tryptase	3.4.21.59	Tryptase
basal serum tryptase	3.4.21.59	Tryptase
mast cell tryptase beta	3.4.21.59	Tryptase
tryptase-beta1	3.4.21.59	Tryptase
BTM	3.4.21.59	Tryptase
bovine mast cell tryptase	3.4.21.59	Tryptase
bovine liver capsule tryptase	3.4.21.59	Tryptase
BLCT	3.4.21.59	Tryptase
tryptase beta-2	3.4.21.59	Tryptase
tryptase beta-1	3.4.21.59	Tryptase
alpha tryptase	3.4.21.59	Tryptase
blood-coagulation factor X, activated	3.4.21.6	coagulation factor Xa
autoprothrombin C	3.4.21.6	coagulation factor Xa
thrombokinase	3.4.21.6	coagulation factor Xa
activated blood-coagulation factor X	3.4.21.6	coagulation factor Xa
thromboplastin	3.4.21.6	coagulation factor Xa
thromboplastin, plasma	3.4.21.6	coagulation factor Xa
plasma thromboplastin	3.4.21.6	coagulation factor Xa
prothrombase	3.4.21.6	coagulation factor Xa
activated Stuart-Prower factor	3.4.21.6	coagulation factor Xa
Stuart factor	3.4.21.6	coagulation factor Xa
Trocarin prothrombin activator	3.4.21.6	coagulation factor Xa
VAP	3.4.21.6	coagulation factor Xa
Virus activating protease	3.4.21.6	coagulation factor Xa
clotting factor Xa	3.4.21.6	coagulation factor Xa
More	3.4.21.6	coagulation factor Xa
factor Xa	3.4.21.6	coagulation factor Xa
trocarin	3.4.21.6	coagulation factor Xa
prothrombin activator	3.4.21.6	coagulation factor Xa
oscutarin	3.4.21.6	coagulation factor Xa
Fgl2 protein	3.4.21.6	coagulation factor Xa
procoagulant factor X	3.4.21.6	coagulation factor Xa
FXa	3.4.21.6	coagulation factor Xa
prothrombinase	3.4.21.6	coagulation factor Xa
activated factor X	3.4.21.6	coagulation factor Xa
blood coagulation factor Xa	3.4.21.6	coagulation factor Xa
Xa	3.4.21.6	coagulation factor Xa
fX	3.4.21.6	coagulation factor Xa
hXa	3.4.21.6	coagulation factor Xa
blood coagulation factor X	3.4.21.6	coagulation factor Xa
f.Xa	3.4.21.6	coagulation factor Xa
coagulation factor Xa	3.4.21.6	coagulation factor Xa
factor X	3.4.21.6	coagulation factor Xa
coagulation factor X	3.4.21.6	coagulation factor Xa
Taipan activator	3.4.21.60	Scutelarin
Proteinase, Oxyuranus scutellatus prothrombin-activating	3.4.21.60	Scutelarin
EC 3.4.99.28	3.4.21.60	Scutelarin
scuterin	3.4.21.60	Scutelarin
prothrombin activator	3.4.21.60	Scutelarin
Lopap	3.4.21.60	Scutelarin
cotiaractivase	3.4.21.60	Scutelarin
cotiarinase	3.4.21.60	Scutelarin
pseutarin C	3.4.21.60	Scutelarin
ecarin	3.4.21.60	Scutelarin
Yeast KEX2 protease	3.4.21.61	Kexin
Proteinase yscF	3.4.21.61	Kexin
Paired-basic endopeptidase	3.4.21.61	Kexin
adrenorphin-Gly-generating enzyme	3.4.21.61	Kexin
Endoproteinase Kex2p	3.4.21.61	Kexin
Gene KEX2 dibasic proteinase	3.4.21.61	Kexin
Kex 2p proteinase	3.4.21.61	Kexin
Kex2 endopeptidase	3.4.21.61	Kexin
Kex2 endoprotease	3.4.21.61	Kexin
Kex2 endoproteinase	3.4.21.61	Kexin
Kex2 protease	3.4.21.61	Kexin
Kex2 proteinase	3.4.21.61	Kexin
Kex2-like endoproteinase	3.4.21.61	Kexin
Kex2-like precursor protein processing endoprotease	3.4.21.61	Kexin
Prohormone-processing endoprotease	3.4.21.61	Kexin
Prohormone-processing KEX2 proteinase	3.4.21.61	Kexin
Prohormone-processing proteinase	3.4.21.61	Kexin
Proprotein convertase	3.4.21.61	Kexin
Protease KEX2	3.4.21.61	Kexin
Proteinase Kex2p	3.4.21.61	Kexin
Proteinase, prohormone-processing	3.4.21.61	Kexin
EC 3.4.22.23	3.4.21.61	Kexin
PCSK9	3.4.21.61	Kexin
proprotein convertase subtilisin/kexin type 9	3.4.21.61	Kexin
proprotein convertase subtilisin kexin-9	3.4.21.61	Kexin
proprotein convertase subtilisin-like/kexin type 9	3.4.21.61	Kexin
NARC-1	3.4.21.61	Kexin
plasma proprotein convertase subtilisin-kexin type 9	3.4.21.61	Kexin
PCSK type 9	3.4.21.61	Kexin
proprotein convertase 1/3	3.4.21.61	Kexin
PC1/3	3.4.21.61	Kexin
pro-protein convertase subtilisin/kexin type 9	3.4.21.61	Kexin
proprotein convertase subtilisin kexin type 9	3.4.21.61	Kexin
proprotein convertase subtilisin/kexin type 9	3.4.21.61	Kexin
prohormone convertase 1/3	3.4.21.61	Kexin
PC 1/3	3.4.21.61	Kexin
PC1	3.4.21.61	Kexin
PC2	3.4.21.61	Kexin
prohormone convertase 1	3.4.21.61	Kexin
prohormone convertase 2	3.4.21.61	Kexin
More	3.4.21.61	Kexin
proprotein processing protease	3.4.21.61	Kexin
prohormone processing protease	3.4.21.61	Kexin
Kex2-660	3.4.21.61	Kexin
kexin	3.4.21.61	Kexin
Kex2p	3.4.21.61	Kexin
proprotein convertase Kex2	3.4.21.61	Kexin
Kex2	3.4.21.61	Kexin
BLI-4	3.4.21.61	Kexin
ASP	3.4.21.61	Kexin
EC 3.4.4.16	3.4.21.62	Subtilisin
Alcalase 0.6L	3.4.21.62	Subtilisin
Alcalase 2.5L	3.4.21.62	Subtilisin
ALK-enzyme	3.4.21.62	Subtilisin
Bacillopeptidase A	3.4.21.62	Subtilisin
Bacillopeptidase B	3.4.21.62	Subtilisin
Bacillus subtilis alkaline proteinase Bioprase	3.4.21.62	Subtilisin
Bioprase AL 15	3.4.21.62	Subtilisin
Bioprase APL 30	3.4.21.62	Subtilisin
Colistinase	3.4.21.62	Subtilisin
Esperase	3.4.21.62	Subtilisin
Genenase I	3.4.21.62	Subtilisin
Kazusase	3.4.21.62	Subtilisin
Maxatase	3.4.21.62	Subtilisin
Nagarse	3.4.21.62	Subtilisin
Opticlean	3.4.21.62	Subtilisin
Orientase 10B	3.4.21.62	Subtilisin
Peptidase, subtilo-, A	3.4.21.62	Subtilisin
Protease S	3.4.21.62	Subtilisin
Protease VIII	3.4.21.62	Subtilisin
Protease XXVII	3.4.21.62	Subtilisin
Proteinase, Bacillus subtilis alkaline	3.4.21.62	Subtilisin
Protin A 3L	3.4.21.62	Subtilisin
Savinase	3.4.21.62	Subtilisin
Savinase 16.0L	3.4.21.62	Subtilisin
Savinase 32.0 L EX	3.4.21.62	Subtilisin
Savinase 4.0T	3.4.21.62	Subtilisin
Savinase 8.0L	3.4.21.62	Subtilisin
SP 266	3.4.21.62	Subtilisin
Subtilopeptidase	3.4.21.62	Subtilisin
Superase	3.4.21.62	Subtilisin
Thermoase	3.4.21.62	Subtilisin
Thermoase PC 10	3.4.21.62	Subtilisin
Subtilisin GX	3.4.21.62	Subtilisin
Subtilisin Sendai	3.4.21.62	Subtilisin
Alkaline mesentericopeptidase	3.4.21.62	Subtilisin
Subtilisin Novo	3.4.21.62	Subtilisin
subtilisin 72	3.4.21.62	Subtilisin
subtilisin QK	3.4.21.62	Subtilisin
Alzwiprase	3.4.21.62	Subtilisin
Subtilisin DY	3.4.21.62	Subtilisin
More	3.4.21.62	Subtilisin
Subtilisin amylosacchariticus	3.4.21.62	Subtilisin
subtilisin-like serine protease	3.4.21.62	Subtilisin
Subtilisin S41	3.4.21.62	Subtilisin
Ak.1 protease	3.4.21.62	Subtilisin
subtilisin DJ-4	3.4.21.62	Subtilisin
thermostable subtilisin	3.4.21.62	Subtilisin
subtilisin Carlsberg	3.4.21.62	Subtilisin
Proteinase K	3.4.21.62	Subtilisin
aqualysin	3.4.21.62	Subtilisin
mesenteroicopeptidase	3.4.21.62	Subtilisin
thermitase	3.4.21.62	Subtilisin
savinaseTM	3.4.21.62	Subtilisin
trans-cinnamoyl-subtilisin	3.4.21.62	Subtilisin
subtilisin Karlsberg	3.4.21.62	Subtilisin
subtilisin C.	3.4.21.62	Subtilisin
SBc	3.4.21.62	Subtilisin
subtilisin A	3.4.21.62	Subtilisin
EC 3.4.21.14	3.4.21.62	Subtilisin
Alcalase	3.4.21.62	Subtilisin
SISBT3 subtilase	3.4.21.62	Subtilisin
P69 subtilase	3.4.21.62	Subtilisin
BPN'	3.4.21.62	Subtilisin
subtilisin S88	3.4.21.62	Subtilisin
subtilisin BPN’	3.4.21.62	Subtilisin
AprE51	3.4.21.62	Subtilisin
psychrophilic subtilisin-like protease	3.4.21.62	Subtilisin
subtilisin-like protease	3.4.21.62	Subtilisin
Subtilisin BL	3.4.21.62	Subtilisin
BLS	3.4.21.62	Subtilisin
SBL	3.4.21.62	Subtilisin
thermophilic thermitase	3.4.21.62	Subtilisin
Subtilisn J	3.4.21.62	Subtilisin
ALP1	3.4.21.62	Subtilisin
Asp v 13	3.4.21.62	Subtilisin
Fe protease	3.4.21.62	Subtilisin
Sspa	3.4.21.62	Subtilisin
SSU0757	3.4.21.62	Subtilisin
phytophase	3.4.21.62	Subtilisin
Arp	3.4.21.62	Subtilisin
subtilisin Pr1-like protease	3.4.21.62	Subtilisin
BprV	3.4.21.62	Subtilisin
BprB	3.4.21.62	Subtilisin
subtilisin-like protease AprV2	3.4.21.62	Subtilisin
Alkaline protease	3.4.21.62	Subtilisin
AcpII	3.4.21.62	Subtilisin
C1 subtilase	3.4.21.62	Subtilisin
subtilisin JB1	3.4.21.62	Subtilisin
PSP-3	3.4.21.62	Subtilisin
SDD1 subtilase	3.4.21.62	Subtilisin
ALE1 subtilase	3.4.21.62	Subtilisin
S1P subtilase	3.4.21.62	Subtilisin
intracellular subtilisin protease	3.4.21.62	Subtilisin
ISP	3.4.21.62	Subtilisin
SUB1	3.4.21.62	Subtilisin
subtilisin S4I	3.4.21.62	Subtilisin
AsES	3.4.21.62	Subtilisin
Subtilisin E	3.4.21.62	Subtilisin
senescence-associated subtilisin protease	3.4.21.62	Subtilisin
SASP	3.4.21.62	Subtilisin
SAS-1	3.4.21.62	Subtilisin
saspase	3.4.21.62	Subtilisin
ThSS45	3.4.21.62	Subtilisin
Bacillus gibsonii alkaline protease	3.4.21.62	Subtilisin
BgAP	3.4.21.62	Subtilisin
Tk-subtilisin	3.4.21.62	Subtilisin
subtilisin Sph	3.4.21.62	Subtilisin
SUB2	3.4.21.62	Subtilisin
subtilisin	3.4.21.62	Subtilisin
subtilisin protease	3.4.21.62	Subtilisin
EC 3.4.21.14	3.4.21.63	Oryzin
Aspergillus alkaline proteinase	3.4.21.63	Oryzin
Aspergillopeptidase B	3.4.21.63	Oryzin
Proteinase, Aspergillus alkaline	3.4.21.63	Oryzin
API 21	3.4.21.63	Oryzin
Aspergillopepsin B	3.4.21.63	Oryzin
Aspergillopepsin F	3.4.21.63	Oryzin
Aspergillus candidus alkaline proteinase	3.4.21.63	Oryzin
Aspergillus flavus alkaline proteinase	3.4.21.63	Oryzin
Aspergillus melleus semi-alkaline proteinase	3.4.21.63	Oryzin
Aspergillus oryzae alkaline proteinase	3.4.21.63	Oryzin
Aspergillus parasiticus alkaline proteinase	3.4.21.63	Oryzin
Aspergillus serine proteinase	3.4.21.63	Oryzin
Kyorinase	3.4.21.63	Oryzin
Onoprose	3.4.21.63	Oryzin
Onoprose SA	3.4.21.63	Oryzin
P 5380	3.4.21.63	Oryzin
Promelase	3.4.21.63	Oryzin
Protease P	3.4.21.63	Oryzin
Proteinase, Aspergillus flavus alkaline	3.4.21.63	Oryzin
Proteinase, Aspergillus melleus alkaline	3.4.21.63	Oryzin
Proteinase, Aspergillus oryzae alkaline	3.4.21.63	Oryzin
Proteinase, Aspergillus parasiticus alkaline	3.4.21.63	Oryzin
Proteinase, Aspergillus soya alkaline	3.4.21.63	Oryzin
Proteinase, Aspergillus sulphureus alkaline	3.4.21.63	Oryzin
Proteinase, Aspergillus sydowi alkaline	3.4.21.63	Oryzin
Prozyme	3.4.21.63	Oryzin
Prozyme 10	3.4.21.63	Oryzin
Seaprose S	3.4.21.63	Oryzin
Sumizyme MP	3.4.21.63	Oryzin
Semi-alkaline protease	3.4.21.63	Oryzin
EC 3.4.21.15	3.4.21.63	Oryzin
elastase	3.4.21.63	Oryzin
Elastinolytic serine proteinase	3.4.21.63	Oryzin
PrtA	3.4.21.63	Oryzin
PrtA protease	3.4.21.63	Oryzin
Alkaline protease	3.4.21.63	Oryzin
Alkaline proteinase	3.4.21.63	Oryzin
AP15	3.4.21.63	Oryzin
AP30	3.4.21.63	Oryzin
protease Alp1	3.4.21.63	Oryzin
ALP	3.4.21.63	Oryzin
ALP1	3.4.21.63	Oryzin
alkaline serine protease	3.4.21.63	Oryzin
AOP	3.4.21.63	Oryzin
Aspergillus oryzae protease	3.4.21.63	Oryzin
neutral protease I	3.4.21.63	Oryzin
NpI	3.4.21.63	Oryzin
Tritirachium alkaline proteinase	3.4.21.64	peptidase K
Proteinase, Tritirachium album serine	3.4.21.64	peptidase K
Tritirachium album proteinase K	3.4.21.64	peptidase K
Proteinase K	3.4.21.64	peptidase K
endopeptidase K	3.4.21.64	peptidase K
EC 3.4.21.4	3.4.21.64	peptidase K
mesophilic proteinase K	3.4.21.64	peptidase K
EC 3.4.21.14	3.4.21.64	peptidase K
EC 3.4.21.14	3.4.21.65	Thermomycolin
Proteinase, Malbranchea pulchella sulfurea extracellular	3.4.21.65	Thermomycolin
Thermomycolase	3.4.21.65	Thermomycolin
EC 3.4.21.14	3.4.21.66	Thermitase
Proteinase, Thermoactinomyces vulgaris serine	3.4.21.66	Thermitase
Thermoactinomyces vulgaris serine proteinase	3.4.21.66	Thermitase
Thermophilic Streptomyces serine proteinase	3.4.21.66	Thermitase
thermostable serine protease	3.4.21.66	Thermitase
PLLA-degrading enzyme	3.4.21.66	Thermitase
proteolysin	3.4.21.66	Thermitase
PrlA	3.4.21.66	Thermitase
EC 3.4.21.14	3.4.21.67	Endopeptidase So
E. coli cytoplasmic proteinase	3.4.21.67	Endopeptidase So
Proteinase So	3.4.21.67	Endopeptidase So
Escherichia coli serine proteinase So	3.4.21.67	Endopeptidase So
Proteinase, Escherichia coli serine, So	3.4.21.67	Endopeptidase So
endopeptidase So	3.4.21.67	Endopeptidase So
SK-1	3.4.21.67	Endopeptidase So
subtilisin kexin isozyme-1	3.4.21.67	Endopeptidase So
kexin	3.4.21.67	Endopeptidase So
Plasminogen activator, tissue-type	3.4.21.68	t-Plasminogen activator
EC 3.4.21.31	3.4.21.68	t-Plasminogen activator
EC 3.4.99.26	3.4.21.68	t-Plasminogen activator
BAT-PA	3.4.21.68	t-Plasminogen activator
DSPA beta	3.4.21.68	t-Plasminogen activator
DSPA gamma	3.4.21.68	t-Plasminogen activator
tissue plasmminogen activator	3.4.21.68	t-Plasminogen activator
plasminogen activator	3.4.21.68	t-Plasminogen activator
desmoteplase	3.4.21.68	t-Plasminogen activator
Tissue-type plasminogen activator	3.4.21.68	t-Plasminogen activator
tPA	3.4.21.68	t-Plasminogen activator
Tissue plasminogen activator	3.4.21.68	t-Plasminogen activator
tissue type plasminogen activator	3.4.21.68	t-Plasminogen activator
Reteplase	3.4.21.68	t-Plasminogen activator
t-plasminogen activator	3.4.21.68	t-Plasminogen activator
tc-tPA	3.4.21.68	t-Plasminogen activator
sc-tPA	3.4.21.68	t-Plasminogen activator
tissue-type plasmiongen activator	3.4.21.68	t-Plasminogen activator
two chain tPA	3.4.21.68	t-Plasminogen activator
tctPA	3.4.21.68	t-Plasminogen activator
single chain enzyme tPA	3.4.21.68	t-Plasminogen activator
sctPA	3.4.21.68	t-Plasminogen activator
human tissue-type plasminogen activator	3.4.21.68	t-Plasminogen activator
IV tissue plasminogen activator	3.4.21.68	t-Plasminogen activator
IV t-PA	3.4.21.68	t-Plasminogen activator
rt-PA	3.4.21.68	t-Plasminogen activator
t-PA protein	3.4.21.68	t-Plasminogen activator
tissue-plasminogen activator	3.4.21.68	t-Plasminogen activator
Alteplase	3.4.21.68	t-Plasminogen activator
t-PA	3.4.21.68	t-Plasminogen activator
recombinant tissue plasminogen activator	3.4.21.68	t-Plasminogen activator
r-tPA	3.4.21.68	t-Plasminogen activator
More	3.4.21.68	t-Plasminogen activator
rtPA	3.4.21.68	t-Plasminogen activator
Blood-coagulation factor XIVa	3.4.21.69	Protein C (activated)
Activated blood coagulation factor XIV	3.4.21.69	Protein C (activated)
Autoprothrombin II-A	3.4.21.69	Protein C (activated)
Blood-coagulation factor XIV, activated	3.4.21.69	Protein C (activated)
Protein Ca	3.4.21.69	Protein C (activated)
GSAPC	3.4.21.69	Protein C (activated)
Autoprothrombin IIA	3.4.21.69	Protein C (activated)
Blood coagulation factor XIV	3.4.21.69	Protein C (activated)
Activated protein C	3.4.21.69	Protein C (activated)
APC	3.4.21.69	Protein C (activated)
ghrelin endopeptidase	3.4.21.69	Protein C (activated)
anticoagulant serine protease-activated protein C	3.4.21.69	Protein C (activated)
anticoagulant protein C/protein S system	3.4.21.69	Protein C (activated)
rhAPC	3.4.21.69	Protein C (activated)
anticoagulant activated protein C	3.4.21.69	Protein C (activated)
hAPC	3.4.21.69	Protein C (activated)
EC 3.4.4.14	3.4.21.7	plasmin
actase	3.4.21.7	plasmin
serum tryptase	3.4.21.7	plasmin
thrombolysin	3.4.21.7	plasmin
plasmin	3.4.21.7	plasmin
PL	3.4.21.7	plasmin
Plm	3.4.21.7	plasmin
PLS	3.4.21.7	plasmin
plasminogen	3.4.21.7	plasmin
delta-plasmin	3.4.21.7	plasmin
fibrinolysin	3.4.21.7	plasmin
fibrinase	3.4.21.7	plasmin
More	3.4.21.7	plasmin
mu-plasminogen	3.4.21.7	plasmin
mu-plasmin	3.4.21.7	plasmin
Proteinase, E	3.4.21.70	Pancreatic endopeptidase E
Cholesterol-binding serine proteinase	3.4.21.70	Pancreatic endopeptidase E
Pancreatic protease E	3.4.21.70	Pancreatic endopeptidase E
Pancreatic proteinase E	3.4.21.70	Pancreatic endopeptidase E
Proteinase, cholesterol-binding serine	3.4.21.70	Pancreatic endopeptidase E
Proteinase, pancreas E	3.4.21.70	Pancreatic endopeptidase E
Cholesterol-binding proteinase	3.4.21.70	Pancreatic endopeptidase E
Cholesterol-binding pancreatic proteinase	3.4.21.70	Pancreatic endopeptidase E
CBPP	3.4.21.70	Pancreatic endopeptidase E
pancreatic endopeptidase E	3.4.21.70	Pancreatic endopeptidase E
PEE	3.4.21.70	Pancreatic endopeptidase E
Elastase 2	3.4.21.71	Pancreatic elastase II
ELA2	3.4.21.71	Pancreatic elastase II
neutrophil elastase 2	3.4.21.71	Pancreatic elastase II
elastase-2	3.4.21.71	Pancreatic elastase II
bovine pancreatic elastase	3.4.21.71	Pancreatic elastase II
GICP	3.4.21.71	Pancreatic elastase II
Proteinase, immunoglobulin A	3.4.21.72	IgA-specific serine endopeptidase
IgA proteinase	3.4.21.72	IgA-specific serine endopeptidase
IgA-specific proteinase	3.4.21.72	IgA-specific serine endopeptidase
Immunoglobulin A protease	3.4.21.72	IgA-specific serine endopeptidase
Immunoglobulin A proteinase	3.4.21.72	IgA-specific serine endopeptidase
type 2 IgA1 protease	3.4.21.72	IgA-specific serine endopeptidase
immunoglobulin A1 protease	3.4.21.72	IgA-specific serine endopeptidase
IgA protease	3.4.21.72	IgA-specific serine endopeptidase
IgA1 protease	3.4.21.72	IgA-specific serine endopeptidase
serine-type immunoglobulin A1 protease	3.4.21.72	IgA-specific serine endopeptidase
serine-type IgA1 protease	3.4.21.72	IgA-specific serine endopeptidase
NMB IgA1 protease	3.4.21.72	IgA-specific serine endopeptidase
IgAP	3.4.21.72	IgA-specific serine endopeptidase
IgaA1	3.4.21.72	IgA-specific serine endopeptidase
IgaA2	3.4.21.72	IgA-specific serine endopeptidase
IgA1-specific protease	3.4.21.72	IgA-specific serine endopeptidase
Iga	3.4.21.72	IgA-specific serine endopeptidase
EC 3.4.21.31	3.4.21.73	u-Plasminogen activator
EC 3.4.99.26	3.4.21.73	u-Plasminogen activator
